Kind,Name,MaxNesting,SumCyclomatic,AvgCyclomatic,MaxCyclomatic
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilter.xorCardinality.(lambda_expr_1)",0,1,,
Public Abstract Class,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest",1,38,1,2
Anonymous Class,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1)",0,5,1,1
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1).getName",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1).getProcessType",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1).getProvider",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1).getSignature",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_1).getSignedness",0,1,,
Anonymous Class,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2)",0,5,1,1
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2).getName",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2).getProcessType",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2).getProvider",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2).getSignature",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.(Anon_2).getSignedness",0,1,,
Private Static Class,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter",0,5,1,1
Protected Constructor,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter.TestBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter.getBits",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter.getHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.TestBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.andCardinalityTest",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.andCardinalityTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.andCardinalityTest_ExtraLongs",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.andCardinalityTest_GenericBloomFilter",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.assertSameBits",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.cardinalityTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.constructorTest_Empty",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.constructorTest_Hasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.constructorTest_WrongShape",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.constructorTest_WrongShape.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_BloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_BloomFilter_WrongShape",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_BloomFilter_WrongShape.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_Hasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_Hasher_WrongShape",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.containsTest_Hasher_WrongShape.(lambda_expr_1)",0,1,,
Protected Abstract Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.createEmptyFilter",0,0,,
Protected Abstract Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.createFilter",0,0,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.createGenericFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.getBitsTest_SpanLong",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.getHasherTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.isFullTest",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_BloomFilter",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_BloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_BloomFilter_WrongShape",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_BloomFilter_WrongShape.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_GenericBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_Hasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_Hasher_WrongShape",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.mergeTest_Hasher_WrongShape.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.orCardinalityTest",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.orCardinalityTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.orCardinalityTest_ExtraLongs",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.orCardinalityTest_GenericBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.xorCardinalityTest",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.xorCardinalityTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.xorCardinalityTest_ExtraLongs",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.AbstractBloomFilterTest.xorCardinalityTest_GenericBloomFilter",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter",3,35,1,4
Public Constructor,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.ArrayCountingBloomFilter",0,1,,
Private Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator",1,6,1,2
Constructor,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator.IndexIterator",0,1,,
Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator.advance",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator.hasNext",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.IndexIterator.nextInt",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.add",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.add",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.applyAsBloomFilter",3,4,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.applyAsCountingBloomFilter",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.applyAsHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.cardinality",2,3,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.contains",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.contains",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.contains",2,3,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.decrement",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.forEachCount",2,3,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.getBits",2,3,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.getHasher",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.increment",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.isValid",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.iterator",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.remove",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.remove",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.subtract",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilter.subtract",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest",2,42,1,3
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.addTest_Counts",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.addTest_Empty",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.addTest_NewInstance",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.addTest_Overflow",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.andCardinalityTest_CountingBloomFilter",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertCardinalityOperation",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertCountingOperation",0,1,,
Private Static Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertCounts",2,3,,
Private Generic Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertMerge",0,1,,
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertMerge.F",0,0,0,0
Private Generic Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertOperation",0,1,,
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertOperation.F",0,0,0,0
Private Generic Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertRemove",0,1,,
TypeVariable,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.assertRemove.F",0,0,0,0
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.constructorTest_Hasher_Duplicates",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.contains_BloomFilter",0,1,,
Private Static Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createDuplicates",1,2,,
Protected Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createEmptyFilter",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createFilter",0,1,,
Private Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createFromCounts",0,1,,
Anonymous Class,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createFromCounts.(Anon_1)",1,2,2,2
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.createFromCounts.(Anon_1).forEachCount",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_BloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_CountingBloomFilter",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_CountingBloomFilter.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_Hasher",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_Hasher.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_Hasher_Duplicates",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Counts_Hasher_Duplicates.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.mergeTest_Overflow",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.orCardinalityTest_CountingBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_BloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_CountingBloomFilter",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_CountingBloomFilter.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_Hasher",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_Hasher.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_Hasher_Duplicates",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Counts_Hasher_Duplicates.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.removeTest_Negative",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.subtractTest_Counts",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.subtractTest_Empty",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.subtractTest_Negative",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.ArrayCountingBloomFilterTest.xorCardinalityTest_CountingBloomFilter",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter",2,16,1,3
Public Constructor,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.BitSetBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.andCardinality",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.cardinality",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.contains",2,3,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.getBits",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.getHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.merge",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.orCardinality",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilter.xorCardinality",1,2,,
Public Class,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilterTest",0,2,1,1
Protected Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilterTest.createEmptyFilter",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.BitSetBloomFilterTest.createFilter",0,1,,
Public Interface,"org.apache.commons.collections4.bloomfilter.BloomFilter",0,0,0,0
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.andCardinality",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.cardinality",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.contains",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.contains",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.getBits",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.getHasher",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.getShape",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.merge",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.merge",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.orCardinality",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.BloomFilter.xorCardinality",0,0,,
Public Class,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer",1,5,1,2
Private Constructor,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer.BloomFilterIndexer",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer.checkPositive",1,2,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer.getLongBit",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexer.getLongIndex",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest",1,9,1,2
Private Static Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.getIndexes",1,3,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.getIndexes.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.testCheckPositiveThrows",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.testCheckPositiveThrows.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.testGetLongBit",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.BloomFilterIndexerTest.testGetLongIndex",1,2,,
Public Interface,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter",0,0,0,0
Interface,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.BitCountConsumer",0,0,0,0
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.BitCountConsumer.accept",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.add",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.forEachCount",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.isValid",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.merge",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.remove",0,0,,
Abstract Method,"org.apache.commons.collections4.bloomfilter.CountingBloomFilter.subtract",0,0,,
Public Class,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest",0,2,1,1
Private Static Class,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF",0,6,1,1
Constructor,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.BF",0,1,,
Constructor,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.BF",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.getBits",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.getHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.BF.merge",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.createEmptyFilter",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.DefaultBloomFilterMethodsTest.createFilter",0,1,,
Class,"org.apache.commons.collections4.bloomfilter.FixedIndexesTestHasher",1,4,1,2
Constructor,"org.apache.commons.collections4.bloomfilter.FixedIndexesTestHasher.FixedIndexesTestHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.FixedIndexesTestHasher.getHashFunctionIdentity",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.FixedIndexesTestHasher.iterator",1,2,,
Public Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter",2,15,1,4
Public Constructor,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.HasherBloomFilter",1,2,,
Public Constructor,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.HasherBloomFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.cardinality",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.contains",2,3,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.getBits",1,5,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.getBits.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.getHasher",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.merge",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilter.merge",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest",0,5,1,1
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.constructorTest_NonStatic",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.createEmptyFilter",0,1,,
Protected Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.createFilter",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_Empty",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_LowestBitOnly",0,1,,
Anonymous Class,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_LowestBitOnly.(Anon_1)",0,2,1,1
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_LowestBitOnly.(Anon_1).getHashFunctionIdentity",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.HasherBloomFilterTest.getBitsTest_LowestBitOnly.(Anon_1).iterator",0,1,,
Public Class,"org.apache.commons.collections4.bloomfilter.IndexFilterTest",1,8,1,2
Private Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.assertFilter",1,2,,
Public Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApply",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments",0,4,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_1)",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_1).(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_3)",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_3).(lambda_expr_4)",0,1,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_5)",0,2,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyThrowsWithNullArguments.(lambda_expr_5).(lambda_expr_6)",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.IndexFilterTest.testApplyWithDuplicates",0,1,,
Class,"org.apache.commons.collections4.bloomfilter.IndexFilters",1,4,1,1
Private Constructor,"org.apache.commons.collections4.bloomfilter.IndexFilters.IndexFilters",0,1,,
Static Method,"org.apache.commons.collections4.bloomfilter.IndexFilters.distinctIndexes",1,3,,
Lambda Method,"org.apache.commons.collections4.bloomfilter.IndexFilters.distinctIndexes.(lambda_expr_1)",0,2,,
Public Class,"org.apache.commons.collections4.bloomfilter.SetOperations",1,13,1,2
Private Constructor,"org.apache.commons.collections4.bloomfilter.SetOperations.SetOperations",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.cosineDistance",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.cosineSimilarity",0,2,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.estimateIntersectionSize",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.estimateSize",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.estimateUnionSize",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.hammingDistance",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.jaccardDistance",0,1,,
Public Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.jaccardSimilarity",0,2,,
Private Static Method,"org.apache.commons.collections4.bloomfilter.SetOperations.verifyShape",1,2,,
Public Class,"org.apache.commons.collections4.bloomfilter.SetOperationsTest",0,14,1,1
Anonymous Class,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1)",0,5,1,1
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1).getName",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1).getProcessType",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1).getProvider",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1).getSignature",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.(Anon_1).getSignedness",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.cosineDistanceTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.cosineDistanceTest_NoValues",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.cosineSimilarityTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.cosineSimilarityTest_NoValues",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.estimateIntersectionSizeTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.estimateSizeTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.estimateUnionSizeTest",0,1,,
Public Method,"org.apache.commons.collections4.bloomfilter.SetOperationsTest.hammingDistanceTest",0,1,,
