Kind,Name,MaxNesting,SumCyclomatic,AvgCyclomatic,MaxCyclomatic
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.makeObject",0,0,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.supportsAdd",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.supportsSet",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAdd",1,4,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAdd.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAddThenRemove",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAddThenRemove.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAddThenSet",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testAddThenSet.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testEmptyListIteratorIsIndeedEmpty",1,4,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testEmptyListIteratorIsIndeedEmpty.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testEmptyListIteratorIsIndeedEmpty.(lambda_expr_2)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testRemoveThenSet",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testRemoveThenSet.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testSet",1,4,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testSet.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testSet.(lambda_expr_2)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testWalkForwardAndBack",1,5,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testWalkForwardAndBack.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractListIteratorTest.testWalkForwardAndBack.(lambda_expr_2)",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator",0,8,1,1
Public Constructor,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.AbstractMapIteratorDecorator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.V",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.getKey",0,1,,
Protected Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.getMapIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.getValue",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.hasNext",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.next",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.remove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorDecorator.setValue",0,1,,
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest",2,34,2,4
Public Constructor,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.AbstractMapIteratorTest",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.V",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.addSetValues",0,1,,
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.getConfirmedMap",0,0,,
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.getMap",0,0,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.isGetStructuralModify",0,1,,
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.makeEmptyIterator",0,0,,
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.makeObject",0,0,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.supportsSetValue",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testEmptyMapIterator",2,8,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testEmptyMapIterator.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testEmptyMapIterator.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testEmptyMapIterator.(lambda_expr_3)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testEmptyMapIterator.(lambda_expr_4)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testFullMapIterator",2,4,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorRemoveGetKey",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorRemoveGetKey.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorRemoveGetValue",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorRemoveGetValue.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorSet",1,5,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorSet.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorSetRemoveSet",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testMapIteratorSetRemoveSet.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testRemove",1,4,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractMapIteratorTest.testRemove.(lambda_expr_1)",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator",0,10,1,1
Public Constructor,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.AbstractOrderedMapIteratorDecorator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.V",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.getKey",0,1,,
Protected Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.getOrderedMapIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.getValue",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.hasNext",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.hasPrevious",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.next",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.previous",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.remove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorDecorator.setValue",0,1,,
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest",2,14,3,6
Public Constructor,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.AbstractOrderedMapIteratorTest",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.V",0,0,0,0
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.makeEmptyIterator",0,0,,
Public Abstract Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.makeObject",0,0,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.testEmptyMapIterator",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.testEmptyMapIterator.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.testFullMapIterator",2,6,,
Public Method,"org.apache.commons.collections4.iterators.AbstractOrderedMapIteratorTest.testMapIteratorOrder",1,4,,
Public Abstract Generic Class,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator",0,4,1,1
Protected Constructor,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.AbstractUntypedIteratorDecorator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.I",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.O",0,0,0,0
Protected Method,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.getIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.hasNext",0,1,,
Public Method,"org.apache.commons.collections4.iterators.AbstractUntypedIteratorDecorator.remove",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIterator",1,15,1,3
Public Constructor,"org.apache.commons.collections4.iterators.ArrayIterator.ArrayIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.ArrayIterator.ArrayIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.ArrayIterator.ArrayIterator",1,2,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIterator.E",0,0,0,0
Protected Method,"org.apache.commons.collections4.iterators.ArrayIterator.checkBound",1,3,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.getArray",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.getEndIndex",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.getStartIndex",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.hasNext",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.next",1,2,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.remove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator.reset",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIterator2Test",1,19,1,4
Public Constructor,"org.apache.commons.collections4.iterators.ArrayIterator2Test.ArrayIterator2Test",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIterator2Test.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.makeArrayIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.makeArrayIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.makeArrayIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.makeObject",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.supportsRemove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray",1,9,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_1)",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_1).(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_3)",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_3).(lambda_expr_4)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_5)",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_5).(lambda_expr_6)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_7)",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_7).(lambda_expr_8)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_9)",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIndexedArray.(lambda_expr_9).(lambda_expr_10)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIterator2Test.testIterator",1,3,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayIteratorTest",1,9,1,2
Public Constructor,"org.apache.commons.collections4.iterators.ArrayIteratorTest.ArrayIteratorTest",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayIteratorTest.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.makeObject",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.supportsRemove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.testIterator",1,2,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.testNullArray",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.testNullArray.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayIteratorTest.testReset",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIterator",1,14,1,2
Public Constructor,"org.apache.commons.collections4.iterators.ArrayListIterator.ArrayListIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.ArrayListIterator.ArrayListIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.ArrayListIterator.ArrayListIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIterator.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.add",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.hasPrevious",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.next",1,2,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.nextIndex",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.previous",1,2,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.previousIndex",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.reset",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator.set",1,2,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIterator2Test",0,6,1,1
Public Constructor,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.ArrayListIterator2Test",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.makeArrayListIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.makeArrayListIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.makeArrayListIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIterator2Test.makeObject",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.ArrayListIteratorTest",1,12,1,4
Public Constructor,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.ArrayListIteratorTest",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.makeArrayListIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.makeObject",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.supportsRemove",0,1,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.testListIterator",1,4,,
Public Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.testListIteratorSet",1,3,,
Lambda Method,"org.apache.commons.collections4.iterators.ArrayListIteratorTest.testListIteratorSet.(lambda_expr_1)",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.BoundedIterator",1,13,2,3
Public Constructor,"org.apache.commons.collections4.iterators.BoundedIterator.BoundedIterator",1,3,,
TypeVariable,"org.apache.commons.collections4.iterators.BoundedIterator.E",0,0,0,0
Private Method,"org.apache.commons.collections4.iterators.BoundedIterator.checkBounds",1,2,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIterator.hasNext",1,2,,
Private Method,"org.apache.commons.collections4.iterators.BoundedIterator.init",1,2,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIterator.next",1,2,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIterator.remove",1,2,,
Public Generic Class,"org.apache.commons.collections4.iterators.BoundedIteratorTest",0,31,1,1
Public Constructor,"org.apache.commons.collections4.iterators.BoundedIteratorTest.BoundedIteratorTest",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.BoundedIteratorTest.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.makeObject",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.setUp",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testBounded",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testBounded.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testEmptyBounded",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testEmptyBounded.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testMaxGreaterThanSize",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testMaxGreaterThanSize.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testNegativeMax",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testNegativeMax.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testNegativeOffset",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testNegativeOffset.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testOffsetGreaterThanSize",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testOffsetGreaterThanSize.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveCalledTwice",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveCalledTwice.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveFirst",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveFirst.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveLast",0,3,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveLast.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveLast.(lambda_expr_2)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveMiddle",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveMiddle.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveUnsupported",0,2,,
Anonymous Class,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveUnsupported.(Anon_1)",0,1,1,1
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveUnsupported.(Anon_1).remove",0,1,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveUnsupported.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveWithoutCallingNext",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testRemoveWithoutCallingNext.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testSameAsDecorated",0,2,,
Lambda Method,"org.apache.commons.collections4.iterators.BoundedIteratorTest.testSameAsDecorated.(lambda_expr_1)",0,1,,
Public Generic Class,"org.apache.commons.collections4.iterators.CollatingIterator",4,41,1,6
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",0,1,,
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",1,2,,
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIterator.CollatingIterator",1,2,,
TypeVariable,"org.apache.commons.collections4.iterators.CollatingIterator.E",0,0,0,0
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.addIterator",0,1,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.anyHasNext",2,3,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.anyValueSet",2,3,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.checkNotStarted",1,2,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.clear",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.getComparator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.getIteratorIndex",1,2,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.getIterators",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.hasNext",0,1,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.least",4,6,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.next",1,3,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.remove",1,2,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.set",1,2,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.setComparator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIterator.setIterator",0,1,,
Private Method,"org.apache.commons.collections4.iterators.CollatingIterator.start",2,3,,
Public Class,"org.apache.commons.collections4.iterators.CollatingIteratorTest",2,26,2,3
Public Constructor,"org.apache.commons.collections4.iterators.CollatingIteratorTest.CollatingIteratorTest",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.makeEmptyIterator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.makeObject",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.setUp",2,3,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testGetSetComparator",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testIterateEven",1,2,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testIterateEvenEven",1,2,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testIterateEvenOdd",1,2,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testIterateFibEvenOdd",0,1,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testIterateOddEven",1,3,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testNullComparator",1,3,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testRemoveFromDouble",2,3,,
Public Method,"org.apache.commons.collections4.iterators.CollatingIteratorTest.testRemoveFromSingle",2,3,,
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyIterator",0,3,1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.E",0,0,0,0
Protected Constructor,"org.apache.commons.collections4.iterators.EmptyIterator.EmptyIterator",0,1,,
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyIterator.emptyIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.emptyIterator.E",0,0,0,0
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyIterator.resettableEmptyIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyIterator.resettableEmptyIterator.E",0,0,0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyListIterator",0,3,1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.E",0,0,0,0
Protected Constructor,"org.apache.commons.collections4.iterators.EmptyListIterator.EmptyListIterator",0,1,,
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyListIterator.emptyListIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.emptyListIterator.E",0,0,0,0
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyListIterator.resettableEmptyListIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyListIterator.resettableEmptyListIterator.E",0,0,0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyMapIterator",0,2,1,1
Protected Constructor,"org.apache.commons.collections4.iterators.EmptyMapIterator.EmptyMapIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.V",0,0,0,0
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyMapIterator.emptyMapIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.emptyMapIterator.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyMapIterator.emptyMapIterator.V",0,0,0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyOrderedIterator",0,2,1,1
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.E",0,0,0,0
Protected Constructor,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.EmptyOrderedIterator",0,1,,
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.emptyOrderedIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedIterator.emptyOrderedIterator.E",0,0,0,0
Public Generic Class,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator",0,2,1,1
Protected Constructor,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.EmptyOrderedMapIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.K",0,0,0,0
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.V",0,0,0,0
Public Static Generic Method,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.emptyOrderedMapIterator",0,1,,
TypeVariable,"org.apache.commons.collections4.iterators.EmptyOrderedMapIterator.emptyOrderedMapIterator.K",0,0,0,0
